user_id,retweet_count,retweeted,favorite_count,text,hashtags,mentions,created_at,created_str
2569229674.0,1.0,False,3.0,Aliens: Trump Gets Married #BadMonsterMovies @midnight,"[""BadMonsterMovies""]","[""midnight""]",1467192440000.0,2016-06-29 09:27:20
2569229674.0,0.0,False,0.0,"RT @bunnyhugger75: Collins speaking at the #RNCinCLE 4 more funding for @NASA to an audience that thinks the earth is 6,000 yrs old &amp; clima…","[""RNCinCLE"",""RNCinCLE""]","[""nasa"",""bunnyhugger75""]",1469028471000.0,2016-07-20 15:27:51
2569229674.0,0.0,False,0.0,"RT @ZenRand: In 20 mins,  live from #RNCinCLE on @HashtagRoundup via @TheHashtagGame @FastLaugh @@stupid_sick TSimmonsComedy ... https://t.…","[""RNCinCLE"",""RNCinCLE"",""RNCinCLE"",""RNCinCLE"",""RNCinCLE""]","[""fastlaugh"",""thehashtaggame"",""hashtagroundup"",""zenrand"",""stupid_sick""]",1469028501000.0,2016-07-20 15:28:21
2569229674.0,0.0,False,0.0,"RT @DanielAshley13: #WhatIHateIn5Words Trump's lying, deceit and stupidity","[""WhatIHateIn5Words""]","[""danielashley13""]",1469609882000.0,2016-07-27 08:58:02
2569229674.0,0.0,False,0.0,RT @IlaxBJoseph: Last time Bill played with balloons he was impeached. #DemsInPhilly #DNCinPHL #DemConvention,"[""DemConvention"",""DNCinPHL"",""DemsInPhilly""]","[""ilaxbjoseph""]",1469869222000.0,2016-07-30 09:00:22
2569229674.0,0.0,False,0.0,RT @SaintGutz: #AttentionKmartShoppers Bernie Sanders memorabilia is now 90% off. All Donald Trump merchandise to be burned at once.,"[""AttentionKmartShoppers""]","[""saintgutz""]",1469873337000.0,2016-07-30 10:08:57
2569229674.0,0.0,False,0.0,RT @uzohak: Pikachu supports Donald Trump #IHatePokemonGoBecause,"[""IHatePokemonGoBecause""]","[""uzohak""]",1469891723000.0,2016-07-30 15:15:23
2569229674.0,0.0,False,0.0,"RT @grosby81: #IHatePokemonGoBecause the U.S election is more important 

Lol  😀😁😂

Sorry i couldnt keep a straight face","[""IHatePokemonGoBecause""]","[""grosby81""]",1469892935000.0,2016-07-30 15:35:35
2569229674.0,0.0,False,0.0,RT @OnPirateSat: But do you understand the equal protection clause :)? https://t.co/EfSmFEjA2r,[],"[""onpiratesat""]",1469907280000.0,2016-07-30 19:34:40
2569229674.0,0.0,False,0.0,RT @charley_ck14: Trump Blames Loss on Media #ElectionDayIn5Words #MarkMyWords https://t.co/PJMlOYDMzd,"[""MarkMyWords"",""ElectionDayIn5Words""]","[""charley_ck14""]",1470242754000.0,2016-08-03 16:45:54
2569229674.0,0.0,False,0.0,"RT @chiefplan1: #ElectionDayIn5Words

Unfit Loser Trump's
Mental Breakdown","[""ElectionDayIn5Words""]","[""chiefplan1""]",1470296981000.0,2016-08-04 07:49:41
2569229674.0,0.0,False,0.0,RT @XQueenAckermanX: #ObamasWishList To low key support Donald Trump,"[""ObamasWishList""]","[""xqueenackermanx""]",1470318010000.0,2016-08-04 13:40:10
2569229674.0,0.0,False,0.0,RT @ATHEIST_Blessed: Trump doesn't send him back to Kenya if he wins. #ObamasWishList,"[""ObamasWishList""]","[""atheist_blessed""]",1470318116000.0,2016-08-04 13:41:56
2569229674.0,0.0,False,0.0,RT @DimwittedGenius: #ObamasWishList For Trump to be elected President... being sandwiched between Bush and this lunatic would surely make…,"[""ObamasWishList""]","[""dimwittedgenius""]",1470318926000.0,2016-08-04 13:55:26
2569229674.0,0.0,False,0.0,"RT @YukikoAsakura: #ObamasWishList
Trump's money","[""ObamasWishList""]","[""yukikoasakura""]",1470319038000.0,2016-08-04 13:57:18
