user_id,retweet_count,retweeted,favorite_count,text,hashtags,mentions,created_at,created_str
3438999494.0,5.0,False,6.0,"We don't know exactly who's our future president,but Obama needs a new job surely
Assume #ObamaNextJob and have fun! https://t.co/x4btTdMXAG","[""ObamaNextJob""]",[],1466517796000.0,2016-06-21 14:03:16
3438999494.0,0.0,False,0.0,RT @DanaGeezus: #MakeAMovieBlack My neighbor Obama https://t.co/pdc4i2NaaV,"[""MakeAMovieBlack""]","[""danageezus""]",1469024339000.0,2016-07-20 14:18:59
3438999494.0,0.0,False,0.0,RT @dannyreallife: Straight Outta Obama #MakeAMovieBlack,"[""MakeAMovieBlack""]","[""dannyreallife""]",1469024382000.0,2016-07-20 14:19:42
3438999494.0,0.0,False,0.0,RT @dannyreallife: Bye Bye Obama #MakeAMovieBlack,"[""MakeAMovieBlack""]","[""dannyreallife""]",1469024503000.0,2016-07-20 14:21:43
3438999494.0,0.0,False,0.0,RT @EgotasticFT: Obama Where Art Thou? #MakeAMovieBlack,"[""MakeAMovieBlack""]","[""egotasticft""]",1469024601000.0,2016-07-20 14:23:21
3438999494.0,0.0,False,0.0,"RT @tacoeater: #IfHillaryBecomesPresident she will start by meeting with Trump and saying ""You're fired!""","[""IfHillaryBecomesPresident""]","[""tacoeater""]",1469628520000.0,2016-07-27 14:08:40
3438999494.0,0.0,False,0.0,RT @ringgoldsandra: #IfHillaryBecomesPresident Donald Trump can go sit down someplace.,"[""IfHillaryBecomesPresident""]","[""ringgoldsandra""]",1469628545000.0,2016-07-27 14:09:05
3438999494.0,0.0,False,0.0,RT @mrdonmacneill: #IfHillaryBecomesPresident she'll be inserting a cigar in Trump's ass..,"[""IfHillaryBecomesPresident""]","[""mrdonmacneill""]",1469628638000.0,2016-07-27 14:10:38
3438999494.0,0.0,False,0.0,"RT @o_al_aqeel: #IfHillaryBecomesPresident I will be a vegetarian 
and if Trump wins, I will try to make my wife pregnant again","[""IfHillaryBecomesPresident""]","[""o_al_aqeel""]",1469628728000.0,2016-07-27 14:12:08
3438999494.0,0.0,False,0.0,RT @FeeBooths: #IfHillaryBecomesPresident Trump will still be an a**hole,"[""IfHillaryBecomesPresident""]","[""feebooths""]",1469628749000.0,2016-07-27 14:12:29
3438999494.0,0.0,False,0.0,"RT @leftyguitar1: #IfHillaryBecomesPresident
She'll continue Obama's great works and create more jobs
(via wars)","[""IfHillaryBecomesPresident""]","[""leftyguitar1""]",1469628790000.0,2016-07-27 14:13:10
3438999494.0,0.0,False,0.0,"RT @BardleyRex: #IfHillaryBecomesPresident @realDonaldTrump will build a wall around the White House, and make her pay for it.","[""IfHillaryBecomesPresident"",""IfHillaryBecomesPresident""]","[""realdonaldtrump"",""bardleyrex""]",1469628801000.0,2016-07-27 14:13:21
3438999494.0,0.0,False,0.0,RT @LiamKersting: #IfHillaryBecomesPresident then Trump can go back to being just a non-threatening blow-hard.,"[""IfHillaryBecomesPresident""]","[""liamkersting""]",1469629005000.0,2016-07-27 14:16:45
3438999494.0,0.0,False,0.0,RT @ckagey: #IfHillaryBecomesPresident @realDonaldTrump will accept #Russia's invitation to immigrate.,"[""IfHillaryBecomesPresident"",""Russia"",""IfHillaryBecomesPresident"",""Russia""]","[""realdonaldtrump"",""ckagey""]",1469629075000.0,2016-07-27 14:17:55
